,Acousticness,Album,Artist,Danceability,Duration,Energy,Explicit,Instrumentalness,Liveness,Loudness,Mode,Name,Popularity,Speechiness,Tempo,TimeSignature,Valence
48,0.164,I Stand,Idina Menzel,0.555,188840,0.73,False,1.24e-06,0.595,-3.267,0,I Feel Everything,11,0.0294,104.102,4,0.498
78,0.00305,idina: live,Idina Menzel,0.515,233227,0.673,False,1.34e-05,0.966,-7.199,1,Seasons of Love - Live,21,0.082,178.098,4,0.379
108,0.897,Live: Barefoot At The Symphony,Idina Menzel,0.351,226973,0.367,False,3.4e-05,0.714,-10.759,1,No Day But Today,31,0.0523,115.948,4,0.332
138,0.00212,Still I Can't Be Still,Idina Menzel,0.665,237160,0.955,False,0.00333,0.0773,-4.492,0,Planet Z,2,0.0597,123.985,4,0.492
25,0.742,Be OK,Ingrid Michaelson,0.518,205573,0.311,False,0.00781,0.116,-12.006,1,Keep Breathing,56,0.033,126.025,3,0.214
55,0.744,Girls and Boys,Ingrid Michaelson,0.516,206560,0.309,False,0.000689,0.12,-11.827,1,Keep Breathing,19,0.0324,125.915,3,0.175
85,0.786,Ingrid Michaelson's Songs For The Season,Ingrid Michaelson,0.496,183013,0.25,False,0.0,0.296,-9.356,1,What Are You Doing New Year's Eve,23,0.0288,94.661,4,0.271
3,0.019,"1929, Pt. 1",KONGOS,0.472,201490,0.735,False,0.0152,0.0742,-9.133,1,Pay for the Weekend,35,0.103,81.077,4,0.0467
33,0.151,Egomaniac,KONGOS,0.699,197833,0.573,False,0.263,0.145,-8.635,0,Underground,5,0.03,105.988,4,0.722
63,0.0868,Lunatic,KONGOS,0.735,239040,0.847,True,0.000468,0.104,-4.08,1,It's a Good Life,14,0.16,124.992,4,0.684
7,0.237,#1's And More,Joe Nichols,0.521,29013,0.691,False,0.00514,0.583,-5.713,1,Another Side Of You - Snippet,0,0.0345,95.099,4,0.892
37,0.0302,Crickets,Joe Nichols,0.437,217933,0.852,False,3.5e-06,0.14,-4.2,1,Love Has a Way,30,0.0447,139.952,4,0.501
67,0.928,Joe Nichols Talks “It’s All Good”,Joe Nichols,0.686,57933,0.295,False,0.0,0.445,-16.55,0,About Somebody's Mama,3,0.849,47.365,4,0.683
97,0.191,Never Gets Old,Joe Nichols,0.565,200613,0.733,False,8.7e-05,0.324,-5.817,1,This Side of the River,25,0.0339,132.933,4,0.455
127,0.443,Revelation,Joe Nichols,0.751,217813,0.675,False,1.39e-06,0.0897,-7.401,1,Don't Ruin It For The Rest Of Us,12,0.0403,120.89,4,0.848
21,0.000688,Let’s Get It: Thug Motivation 101 (Deluxe Edition),Jeezy,0.711,251266,0.718,False,0.909,0.0236,-8.833,1,And Then What - Instrumental,20,0.0575,170.008,4,0.664
51,0.128,TM:103 Hustlerz Ambition (Deluxe),Jeezy,0.437,303773,0.832,True,0,0.0952,-6.811,0,All We Do,38,0.337,109.915,3,0.352
81,0.00845,ATL,Jeezy,0.604,305830,0.692,False,0,0.829,-4.982,0,Cash Money (feat. Birdman),4,0.0792,131.969,4,0.154
111,0.0047,Can't Ban The Snowman [Clean],Jeezy,0.399,306933,0.511,True,0,0.174,-7.805,1,I'm Back,20,0.345,67.345,3,0.339
141,0.558,Church In These Streets,Jeezy,0.591,122613,0.698,False,0,0.6,-8.682,1,Eternal Reflection Interlude,25,0.314,159.69,4,0.779
171,0.00237,Come Shop Wit Me,Jeezy,0.931,232507,0.448,True,0,0.0696,-8.251,1,Bananas,11,0.207,96.06,4,0.715
201,0.0251,Get It Right,Jeezy,0.782,239073,0.738,False,0,0.331,-7.165,0,Whole Thang,3,0.247,134.045,4,0.718
231,0.115,I Am the Street Dream,Jeezy,0.545,89027,0.586,True,0,0.17,-8.931,0,Nigga Like Me,16,0.374,108.105,3,0.665
261,0.0323,Me Against the World,Jeezy,0.32,256625,0.931,False,0,0.131,-5.436,0,Get Right,22,0.429,160.05,4,0.414
291,0.289,Pyrex Nitty,Jeezy,0.725,264569,0.368,True,0,0.13,-13.837,1,Oh,3,0.0633,127.991,4,0.226
321,0.721,Snowman - Mo Icey,Jeezy,0.653,74120,0.545,False,0,0.415,-6.782,1,Interview,6,0.548,134.431,5,0.612
351,0.00449,The Inspiration,Jeezy,0.332,276267,0.782,True,0,0.106,-6.314,1,Keep It Gangsta,33,0.326,85.452,5,0.0784
381,0.0247,The Recession,Jeezy,0.683,233320,0.721,True,0,0.348,-6.312,1,What They Want,7,0.0484,148.256,4,0.157
411,0.411,TM104: The Legend of the Snowman,Jeezy,0.704,214747,0.731,True,0,0.142,-4.931,0,Play It Safe (feat. Noah Scharf),19,0.21,87.481,4,0.627
441,0.014,When the North & South Collide Part 2,Jeezy,0.522,179480,0.619,False,0,0.588,-6.62,0,Can't Tell Me Nothing,20,0.0687,80.205,4,0.0951
7,0.00601,Crunk Rock (Deluxe),Lil Jon,0.871,266213,0.652,True,0.00153,0.0779,-7.114,1,Get In Get Out,27,0.299,82.982,4,0.262
37,0.0841,Too Short Mixtapes Vol 1: Nation Riders,Lil Jon,0.804,247733,0.582,True,0.0,0.773,-6.469,1,One Time Shot,8,0.488,86.994,4,0.79
7,0.692,A New Place In The Sun,Glen Campbell,0.122,139760,0.278,False,0.0356,0.133,-10.774,1,Have I Stayed Away Too Long,3,0.0321,66.629,4,0.175
37,0.0166,Adiós,Glen Campbell,0.488,207253,0.868,False,0.00179,0.324,-4.001,1,Times Like These,14,0.0311,117.995,4,0.617
67,0.495,Basic,Glen Campbell,0.518,215480,0.542,False,0.484,0.155,-9.211,0,California,5,0.0289,121.381,4,0.569
97,0.659,Bloodline,Glen Campbell,0.522,216693,0.71,False,0.0121,0.211,-6.956,1,See You On Sunday,1,0.0298,126.772,4,0.549
127,0.565,British Live Performance Series,Glen Campbell,0.448,212613,0.61,False,1.82e-05,0.746,-10.478,1,I Remember You - Live,7,0.049,112.733,4,0.641
157,0.459,Country Boy's Hits,Glen Campbell,0.393,166627,0.442,False,0.0,0.343,-9.235,1,By The Time I Get To Phoenix re-recording,0,0.0248,82.443,4,0.336
187,0.547,Ghost On The Canvas,Glen Campbell,0.605,221187,0.528,False,0.0,0.183,-6.595,1,Nothing But The Whole Wide World,15,0.0266,141.988,4,0.391
217,0.417,Glen Travis Campbell,Glen Campbell,0.554,175227,0.55,False,0.000301,0.0976,-10.596,1,Sweet Fantasy,5,0.0317,94.268,4,0.351
247,0.858,Hey Little One,Glen Campbell,0.422,167427,0.384,False,0.0,0.0762,-7.266,1,The Impossible Dream (The Quest),16,0.0257,71.3,4,0.262
277,0.691,HMV Easy - The Glen Campbell Collection,Glen Campbell,0.476,169400,0.461,False,0.0,0.116,-8.887,1,Rose Garden,1,0.0285,138.216,4,0.808
307,0.429,I Knew Jesus (Before He Was A Star),Glen Campbell,0.28,265720,0.445,False,0.0,0.0553,-8.309,1,Amazing Grace,17,0.0308,68.039,3,0.139
337,0.583,It's Just A Matter Of Time,Glen Campbell,0.634,227493,0.167,False,0.0104,0.0916,-19.378,1,Sweet Sixteen,6,0.0309,117.622,4,0.391
367,0.202,Light Years,Glen Campbell,0.631,155467,0.802,False,0.0,0.164,-9.628,1,Saturday Night,2,0.0295,135.763,4,0.909
397,0.341,Live Anthology,Glen Campbell,0.186,325707,0.983,False,0.664,0.925,-3.084,1,Orange Blossom Special,10,0.347,154.664,4,0.476
427,0.0986,Live At The Royal Festival Hall,Glen Campbell,0.202,235627,0.691,False,3e-06,0.203,-7.258,1,"Amazing Grace - Live At The Royal Festival Hall, London/1977",8,0.0589,79.858,3,0.396
457,0.403,Oh Happy Day,Glen Campbell,0.559,220000,0.691,False,0.0,0.0939,-7.34,1,Oh Happy Day,11,0.0279,105.507,4,0.76
487,0.821,Reunion: The Songs Of Jimmy Webb,Glen Campbell,0.49,145293,0.378,False,2.28e-06,0.496,-11.341,1,It's A Sin When You Love Somebody - Remastered 2001,8,0.0271,97.01,4,0.296
517,0.726,Sings For The King,Glen Campbell,0.645,121730,0.263,False,0.266,0.107,-15.037,1,I’ll Never Know,10,0.0283,95.042,4,0.533
547,0.639,Somethin' 'Bout You Baby I Like,Glen Campbell,0.587,189160,0.393,False,7.26e-06,0.223,-8.767,1,Show Me You Love Me,0,0.0261,111.975,3,0.382
577,0.901,That Christmas Feeling,Glen Campbell,0.263,168560,0.188,False,0.00131,0.26,-15.259,1,Pretty Paper,7,0.0446,169.126,3,0.353
607,0.521,The Last Time I Saw Her,Glen Campbell,0.296,208893,0.382,False,2.23e-06,0.167,-7.182,1,"He Ain't Heavy, He's My Brother",20,0.0275,82.106,4,0.212
637,0.643,The Legacy (1961-2017),Glen Campbell,0.34,152360,0.488,False,0.000411,0.112,-9.594,0,True Grit - Remastered,25,0.0332,112.398,4,0.594
667,0.853,Too Late To Worry,Glen Campbell,0.347,150640,0.324,False,0.0,0.0692,-8.566,1,Tomorrow Never Comes,7,0.0268,86.493,4,0.295
697,0.0603,Walkin' In The Sun,Glen Campbell,0.596,169053,0.914,False,2.4e-05,0.196,-6.968,1,"She's Gone, Gone, Gone",15,0.033,124.731,4,0.879
9,0.915,180/365,OK Go,0.492,152867,0.26,False,0.00538,0.456,-11.469,1,"Last Leaf - Live at Port City Music Hall: Portland, ME 10/20/10",10,0.0342,139.428,4,0.193
39,0.000166,Master The Treadmill With OK Go,OK Go,0.393,144947,0.959,False,0.00407,0.0864,-1.577,1,Crash The Party,0,0.072,128.34,4,0.496
69,5.49e-05,OK Go,OK Go,0.456,166040,0.905,True,6.62e-06,0.181,-4.412,1,Don't Ask Me,37,0.0928,187.673,4,0.618
6,0.00853,#3 Deluxe Version,The Script,0.429,274627,0.875,True,0,0.251,-5.057,1,Broken Arrow,49,0.0856,90.088,4,0.584
36,0.408,No Sound Without Silence,The Script,0.292,229320,0.351,False,0,0.055,-9.883,0,Flares,3,0.0351,164.252,4,0.0658
66,0.0979,The Script,The Script,0.502,214093,0.613,False,0,0.116,-5.746,0,The End Where I Begin,12,0.0255,109.989,4,0.0698
25,0.0248,Finally Famous (Deluxe),Big,0.4,258173,0.834,True,0,0.236,-5.729,1,Live This Life,37,0.212,132.799,5,0.158
55,0.197,Hall Of Fame (Deluxe),Big,0.63,281867,0.866,True,0,0.635,-4.661,0,It's Time,34,0.198,82.905,4,0.624
85,0.608,I Decided.,Big,0.58,325840,0.768,True,1.05e-06,0.342,-5.482,1,No Favors,62,0.386,124.719,5,0.351
19,0.948,Hogtied Revisited,The White Buffalo,0.774,211573,0.243,False,0.0208,0.117,-13.939,1,Wrong,33,0.0364,100.098,4,0.672
49,0.00676,Once Upon a Time in the West,The White Buffalo,0.404,225333,0.901,False,0.000413,0.161,-5.044,1,The Pilot,24,0.0328,161.045,4,0.646
5,0.255,9,Damien,0.36,225373,0.594,False,0.0,0.0875,-6.898,1,Coconut Skins,51,0.0312,107.528,4,0.466
35,0.606,My Favourite Faded Fantasy,Damien,0.197,572776,0.499,False,0.103,0.0894,-10.681,1,It Takes a Lot to Know a Man,39,0.0536,75.1,4,0.0474
13,0.0229,Paperwork (Deluxe Explicit),T.I.,0.63,220307,0.508,True,0,0.355,-6.788,0,Light Em Up (RIP Doe B),29,0.195,162.117,3,0.35
43,0.00657,A Changed Man,T.I.,0.536,269267,0.791,False,0,0.0528,-4.028,0,Bitches and Bottles,14,0.0953,133.882,4,0.605
73,0.00303,DIME TRAP,T.I.,0.313,266400,0.732,True,0,0.703,-4.456,0,More & More (feat. Jeezy),44,0.305,56.983,3,0.442
103,0.896,Down With The King: Gangsta Grillz,T.I.,0.721,107024,0.448,True,5.59e-05,0.624,-13.741,0,Phone Convo #6,8,0.936,121.973,1,0.847
133,0.0399,F*ck Da City Up,T.I.,0.603,269693,0.77,True,0,0.13,-6.403,1,F*ck Da City Up (feat. Young Jeezy),30,0.0435,148.026,4,0.398
163,0.0518,Hustle King,T.I.,0.86,666557,0.596,False,0,0.454,-6.257,1,"Sh!t (feat. Future, Rick Ross, Schoolboy Q, Meek Mill, Young Jeezy) [Remix]",13,0.127,105.987,4,0.314
193,0.0104,I'm Serious,T.I.,0.867,151067,0.563,True,0.000106,0.0795,-10.718,1,Outro,16,0.0665,135.994,4,0.655
223,0.00189,No Mercy,T.I.,0.629,320160,0.853,True,0,0.34,-4.36,1,Poppin Bottles (feat. Drake),55,0.104,78.033,4,0.373
253,0.134,T.I. VS T.I.P.,T.I.,0.634,287373,0.84,True,0,0.484,-4.663,1,Big S**t Poppin' (Do It),54,0.248,169.041,4,0.489
283,0.153,Trap Muzik,T.I.,0.508,300400,0.9,True,0,0.115,-3.722,1,King of da South,31,0.393,139.02,4,0.573
313,0.0437,Urban Legend,T.I.,0.526,295827,0.812,True,0,0.593,-5.972,1,Countdown,31,0.37,110.834,5,0.561
343,0.132,Us Or Else: Letter To The System,T.I.,0.727,158640,0.713,True,0,0.125,-5.108,1,We Will Not,31,0.227,117.938,4,0.551
22,0.949,All Tomorrows Parties: Nico Live,Nico,0.37,164707,0.132,False,0.0,0.712,-26.899,1,All Tomorrows Parties,3,0.593,89.412,4,0.258
52,0.824,Desertshore,Nico,0.198,281027,0.211,False,0.0803,0.286,-19.504,0,Mutterlein,21,0.0348,103.382,4,0.39
82,0.538,Nico In Tokyo,Nico,0.179,261147,0.666,False,0.00254,0.873,-8.326,0,Tananore,6,0.0425,92.269,4,0.109
112,0.911,The Marble Index,Nico,0.195,217200,0.126,False,3.65e-05,0.127,-17.776,0,No One Is There,23,0.0345,81.008,4,0.14
22,0.146,Breakthrough (Deluxe Version),Colbie Caillat,0.647,215547,0.816,False,0,0.115,-6.436,1,Fallin' For You,34,0.0264,117.016,4,0.671
52,0.626,Breakthrough (Int'l Deluxe Version),Colbie Caillat,0.48,266480,0.474,False,1.18e-06,0.142,-9.41,1,Stay With Me,27,0.0298,96.452,4,0.307
82,0.016,Breakthrough (Portugal Version),Colbie Caillat,0.545,256307,0.804,False,1.35e-05,0.229,-6.166,1,Begin Again,1,0.0296,136.965,4,0.574
112,0.197,Breakthrough (UK/JP/OZ/NZ Version),Colbie Caillat,0.608,239533,0.774,False,0,0.164,-6.778,1,Begin Again - Reggae Version,8,0.0406,144.845,4,0.701
142,0.00844,Coco,Colbie Caillat,0.698,184120,0.643,False,0,0.113,-5.321,1,Somethin' Special,17,0.0282,114.999,4,0.808
172,0.0894,Gypsy Heart Side A,Colbie Caillat,0.648,248360,0.729,False,0,0.191,-6.135,1,Never Gonna Let You Down,57,0.0317,107.974,4,0.398
18,0.0103,Bare,Annie Lennox,0.479,241027,0.486,False,0,0.149,-7.626,1,Loneliness,31,0.0264,79.993,4,0.269
48,0.752,Medusa,Annie Lennox,0.415,216933,0.478,False,0.000768,0.186,-6.665,1,Don't Let It Bring You Down,47,0.0266,68.803,4,0.304
78,0.278,Songs Of Mass Destruction,Annie Lennox,0.666,260560,0.852,False,0,0.823,-6.033,1,Little Bird - Live,0,0.0682,124.767,4,0.788
24,0.168,Ceremonials (Original Deluxe Version),Florence + The Machine,0.582,229187,0.73,False,0.00513,0.0961,-5.373,1,Breaking Down,49,0.0271,110.014,4,0.595
54,0.008,"How Big, How Blue, How Beautiful (Deluxe)",Florence + The Machine,0.451,349953,0.826,False,2.79e-06,0.0557,-6.155,1,Mother,38,0.0714,156.017,4,0.494
84,0.0338,Lungs (Deluxe Version),Florence + The Machine,0.501,252819,0.809,False,0.00602,0.119,-5.264,1,Dog Days Are Over,74,0.0938,149.964,4,0.258
114,0.675,MTV Presents Unplugged: Florence + The Machine (Deluxe Version),Florence + The Machine,0.475,280800,0.768,False,0,0.701,-5.687,1,"Shake It Out - MTV Unplugged, 2012",44,0.054,112.103,4,0.338
144,0.53,High As Hope,Florence + The Machine,0.729,214667,0.675,False,0,0.0985,-5.62,0,Hunger,68,0.0415,116.016,4,0.332
10,0.0144,'Live' Trucker,Kid Rock,0.31,348533,0.953,True,1.54e-06,0.975,-3.7,1,Motherf**cker Quite Like Me - Live,41,0.185,143.941,4,0.173
40,0.0609,Cocky,Kid Rock,0.654,284133,0.623,True,0.0,0.341,-7.052,1,WCSR (feat. Snoop Dogg),34,0.366,188.966,4,0.528
70,0.0708,Grits Sandwiches For Breakfast,Kid Rock,0.959,217707,0.575,False,2.34e-05,0.285,-10.232,1,With a One-Two,13,0.19,135.184,4,0.888
100,0.0156,Rebel Soul,Kid Rock,0.573,241320,0.872,False,0.184,0.0643,-4.533,0,Celebrate,7,0.0792,156.059,4,0.528
0,0.532,Nobody's Smiling (Deluxe),Common,0.497,238493,0.601,True,0,0.566,-8.233,0,The Neighborhood,23,0.284,103.497,5,0.471
30,0.669,Black America Again,Common,0.615,275813,0.607,True,0.00272,0.213,-8.209,1,Red Wine,38,0.113,90.195,4,0.362
60,0.179,Electric Circus,Common,0.615,294708,0.594,True,0,0.162,-10.148,1,I Got A Right Ta,13,0.283,169.754,4,0.848
90,0.271,Like Water For Chocolate,Common,0.845,397867,0.545,False,0.188,0.372,-14.517,1,Time Travelin' (A Tribute To Fela),6,0.29,104.167,4,0.426
120,0.602,Live at The Jazz Room,Common,0.559,233369,0.544,False,0,0.98,-12.181,0,Funky For You,9,0.392,89.792,4,0.631
150,0.0708,One Day It'll All Make Sense,Common,0.738,229240,0.626,False,0.00214,0.377,-10.186,1,"Pop's Rap Part 2/ Fatherhood (Featuring Lonnie ""Pops"" Lynn)",19,0.0967,94.476,4,0.565
180,0.00204,Universal Mind Control,Common,0.592,238013,0.949,True,0,0.0787,-3.497,1,Make My Day,4,0.316,154.022,4,0.383
21,0.000706,Bob vs Bobby Ray,B.o.B,0.703,235964,0.714,True,6.81e-06,0.428,-6.87,1,I Am The Man (feat. OJ Da Juice Man & Bun B) [prod. Fury],17,0.0748,86.54,4,0.592
51,0.00111,Cloud 9,B.o.B,0.458,219925,0.59,False,0,0.362,-6.163,1,Bullshit Mix,2,0.111,73.895,4,0.815
81,0.356,Elements,B.o.B,0.719,233639,0.532,True,1.01e-05,0.0941,-9.359,1,dumb,24,0.0437,111.961,4,0.178
111,0.0614,EPIC: Every Play Is Crucial,B.o.B,0.677,226920,0.714,True,0,0.122,-4.982,0,Strange Clouds,34,0.221,147.911,4,0.845
141,0.954,Fuck Em We Ball,B.o.B,0.524,59429,0.936,True,0.000347,0.94,-4.536,0,Kevin Hart Speaks,6,0.536,136.713,4,0.568
171,0.236,Hi! My Name Is B.o.B,B.o.B,0.531,187011,0.581,False,0,0.138,-12.752,1,Not Love,6,0.446,85.035,4,0.255
201,0.63,NAGA,B.o.B,0.548,239375,0.491,True,4.18e-05,0.101,-7.279,1,Dontbenobodysbitch,25,0.166,71.81,3,0.237
231,0.143,No Genre 2,B.o.B,0.597,204382,0.743,True,1.76e-06,0.261,-6.872,1,Many Rivers,15,0.303,136.129,4,0.329
261,0.456,No Genre: The Label,B.o.B,0.619,91768,0.307,True,0,0.166,-13.768,1,Outro,3,0.889,82.804,4,0.673
291,0.0185,Strange Clouds,B.o.B,0.543,261133,0.819,True,0,0.207,-5.151,0,So Hard to Breathe,18,0.0732,84.541,4,0.381
321,0.309,Underground Luxury,B.o.B,0.694,243253,0.808,True,1.07e-06,0.181,-6.165,1,FlyMuthaFucka,31,0.0285,135.972,4,0.495
351,0.217,Who The F#*ck Is B.o.B?,B.o.B,0.676,233456,0.463,True,0,0.132,-9.456,1,Little Rascal,4,0.358,79.416,4,0.343
29,0.741,Atlantis: The Lost Empire,James Newton Howard,0.469,200880,0.228,False,0.435,0.193,-15.218,1,"The Submarine - From ""Atlantis: The Lost Empire""/Score",22,0.0378,115.337,4,0.278
59,0.831,Casse-noisette et les quatre royaumes (Bande Originale Française du Film),James Newton Howard,0.211,319533,0.0828,False,0.91,0.285,-26.506,0,The Machine Room Fight,5,0.0426,149.665,4,0.0489
89,0.762,Die Tribute von Panem - Mockingjay - Teil 2,James Newton Howard,0.145,194280,0.0127,False,0.821,0.115,-32.704,0,"Mandatory Evacuation - From ""The Hunger Games: Mockingjay Part 2"" (Original Motion Picture Score)""",7,0.0448,138.565,5,0.0346
119,0.214,Dinosaur,James Newton Howard,0.645,252560,0.386,False,0.651,0.086,-19.657,1,"The Courtship - From ""Dinosaur""/Score",22,0.0629,103.598,4,0.159
149,0.61,El Cascanueces y los cuatro reinos (Banda Sonora Original),James Newton Howard,0.302,258813,0.111,False,0.0,0.106,-15.287,1,Ven a Mi,0,0.0366,74.337,5,0.166
179,0.967,King Kong,James Newton Howard,0.169,156533,0.0849,False,0.938,0.119,-21.104,1,The Empire State Building,17,0.0448,82.621,4,0.03
209,0.615,Lo Schiaccianoci e i quattro regni (Colonna Sonora Originale),James Newton Howard,0.535,73720,0.466,False,0.681,0.0668,-19.348,1,The Polichinelles,3,0.12,148.799,4,0.0924
239,0.94,O Quebra - Nozes e os Quatro Reinos (Trilha Sonora Original),James Newton Howard,0.244,124427,0.00834,False,0.904,0.0653,-37.341,0,Drosselmeyer,5,0.0387,108.176,4,0.0393
269,0.967,Parkland,James Newton Howard,0.468,93947,0.0234,False,0.951,0.108,-40.036,1,Can You Develop It,2,0.0284,166.136,4,0.0496
299,0.964,Snow Falling On Cedars,James Newton Howard,0.23,72973,0.00924,False,0.978,0.0979,-37.798,1,Moran Finds The Boat,5,0.0488,89.917,4,0.0317
329,0.932,Snow White & The Huntsman,James Newton Howard,0.0903,182600,0.0696,False,0.952,0.115,-24.216,0,You Failed Me Finn,1,0.0456,86.421,4,0.0264
359,0.975,The Great Debaters (Original Motion Picture Score),James Newton Howard,0.0723,74960,0.0196,False,0.752,0.106,-28.706,1,Letter From Harvard,8,0.0424,78.209,3,0.0462
389,0.0777,The Hunger Games: Catching Fire (Original Motion Picture Score),James Newton Howard,0.0874,298720,0.195,False,0.865,0.159,-19.75,1,The Fog,20,0.0439,81.735,4,0.0371
419,0.00109,"The Hunger Games: Mockingjay, Part 2",James Newton Howard,0.211,85573,0.0599,False,0.799,0.126,-22.319,1,"Prim Visits Peeta - From ""The Hunger Games: Mockingjay, Part 2"" Soundtrack",0,0.0394,78.56,4,0.0362
449,0.899,The Hunger Games: Original Motion Picture Score,James Newton Howard,0.306,184200,0.0586,False,0.928,0.101,-26.737,0,Healing Katniss,40,0.0368,110.03,4,0.0402
479,0.593,The Village,James Newton Howard,0.183,216173,0.0756,False,0.946,0.226,-23.362,0,It Is Not Real - Score,22,0.042,119.884,4,0.0372
509,0.237,Unbreakable,James Newton Howard,0.064,149840,0.0994,False,0.79,0.103,-25.719,0,The Orange Man - Original Motion Picture Soundtrack,28,0.0383,68.976,4,0.0373
27,0.159,SAAAB Stories produced by Harry Fraud,Action Bronson,0.485,171440,0.919,True,0.0,0.125,-2.567,1,Triple Backflip,40,0.319,152.66,4,0.69
57,0.367,White Bronco,Action Bronson,0.789,141516,0.912,True,0.0,0.0977,-4.256,0,Ring Ring (feat. Big Body Bes),38,0.357,139.676,4,0.809
28,0.00134,Breaking Benjamin: Digital Box Set,Breaking Benjamin,0.582,197040,0.929,False,0.0365,0.0371,-3.582,1,Follow - Radio Edit,31,0.0668,106.003,4,0.58
58,8.53e-06,Dark Before Dawn,Breaking Benjamin,0.493,223547,0.936,False,9.73e-05,0.358,-4.525,1,Never Again,59,0.0331,93.501,4,0.683
88,0.000248,Ember,Breaking Benjamin,0.376,200907,0.967,False,2.64e-06,0.0575,-3.277,0,Red Cold River,65,0.166,91.582,4,0.226
118,7.25e-05,We Are Not Alone,Breaking Benjamin,0.606,216107,0.816,False,0.00153,0.1,-4.459,1,Breakdown,28,0.0394,122.983,4,0.208
25,0.00961,Ludaversal (Deluxe),Ludacris,0.846,265680,0.499,True,0,0.188,-8.856,1,Come And See Me,31,0.354,132.007,4,0.152
55,0.0908,Chicken - N - Beer,Ludacris,0.722,290760,0.845,True,0,0.249,-6.051,0,Splash Waterfalls,26,0.381,73.026,4,0.689
85,0.0864,Ludacris Presents...Disturbing Tha Peace,Ludacris,0.463,416933,0.878,True,0,0.0724,-5.563,0,Family Affair,22,0.403,148.295,4,0.52
115,0.271,The Red Light District,Ludacris,0.67,285720,0.847,True,0,0.206,-5.172,0,Two Miles An Hour,14,0.277,146.893,4,0.73
10,0.791,Hollywood: A Story of a Dozen Roses (Deluxe Version),Jamie Foxx,0.299,50680,0.321,False,0.000172,0.117,-14.253,1,"Dozen Roses, Pt. 2",18,0.165,88.345,4,0.404
40,0.123,Intuition,Jamie Foxx,0.827,202573,0.696,False,0.0,0.115,-7.534,1,I Don't Know,12,0.0505,101.033,4,0.56
5,0.0278,GOOD MAN (Deluxe),Ne,0.632,174933,0.722,False,0.117,0.0828,-6.917,0,SUMMERTIME,36,0.0674,170.043,4,0.551
35,0.0134,Non-Fiction (Deluxe),Ne,0.418,245617,0.663,False,2.5e-06,0.383,-4.484,0,She Said I'm Hood Tho,17,0.267,152.004,4,0.347
65,0.0284,Another Kind Of Christmas,Ne,0.428,220103,0.661,False,8.2e-06,0.0901,-5.451,0,I Want To Come Home For Christmas,30,0.052,177.808,3,0.508
95,0.133,In My Own Words,Ne,0.53,222747,0.63,False,0,0.074,-8.633,1,Girlfriend - Bonus Track,21,0.1,89.871,4,0.515
125,0.114,Year Of The Gentleman,Ne,0.76,198400,0.578,False,0,0.0872,-5.966,1,Fade Into The Background,13,0.0573,94.994,4,0.587
22,0.877,Babel (Deluxe),Sons,0.55,124347,0.175,False,0.000288,0.0641,-12.949,1,Reminder,1,0.0428,114.489,4,0.209
52,0.897,Sigh No More (Deluxe),Sons,0.551,248533,0.163,False,7.2e-05,0.107,-13.406,1,After The Storm,36,0.0343,76.251,4,0.12
82,0.225,Sigh No More (Japanese Deluxe Version),Sons,0.371,228427,0.575,False,2.89e-05,0.92,-10.543,1,Winter Winds - Live At Shepherd's Bush Empire,0,0.0284,89.971,4,0.559
112,0.139,Wilder Mind (Deluxe),Sons,0.522,278230,0.72,False,0.341,0.124,-8.685,0,Wilder Mind,40,0.0401,158.013,4,0.572
142,0.124,Live from Shepherd's Bush Empire,Sons,0.29,253187,0.48,False,0.0,0.697,-11.403,0,"White Blank Page - Live from Shepherd's Bush Empire, 2010",40,0.0415,89.182,4,0.522
172,0.00447,The Road To Red Rocks Live,Sons,0.286,285716,0.734,False,0.000537,0.971,-5.4,1,I Will Wait - Live,43,0.0378,134.267,4,0.221
28,0.658,Babel (Deluxe),Mumford,0.459,245229,0.381,False,4.45e-05,0.0964,-10.804,1,The Boxer - Bonus Track,1,0.0313,97.848,4,0.287
58,0.279,Sigh No More (Deluxe),Mumford,0.369,257240,0.335,False,1.32e-05,0.706,-11.923,0,I Gave You All - Live At Shepherd's Bush Empire,28,0.0433,123.599,4,0.19
88,0.025,Sigh No More (Japanese Deluxe Version),Mumford,0.323,338720,0.271,False,0.00011,0.843,-13.926,1,Thistle & Weeds - Live At Shepherd's Bush Empire,0,0.0318,133.581,4,0.173
118,0.0053,Wilder Mind (Deluxe),Mumford,0.528,218639,0.775,False,0.00769,0.0888,-5.836,1,Ditmas,43,0.0449,144.084,4,0.604
148,0.0697,Live from Shepherd's Bush Empire,Mumford,0.38,240173,0.591,False,0.0,0.949,-11.16,1,"The Cave - Live from Shepherd's Bush Empire, 2010",33,0.0416,143.22,4,0.423
4,0.0261,Breathe In. Breathe Out. (Deluxe Version),Hilary Duff,0.642,213187,0.71,False,0.0,0.0911,-6.6,0,Breathe In. Breathe Out.,34,0.0796,102.045,4,0.233
34,0.0785,Forever Hilary,Hilary Duff,0.614,175907,0.817,False,0.000991,0.167,-2.964,0,Weird,2,0.0314,94.994,4,0.438
64,0.608,Hilary Duff,Hilary Duff,0.61,85000,0.381,False,7.07e-06,0.0649,-7.579,1,The Last Song,25,0.0262,147.089,4,0.391
