,Acousticness,Album,Artist,Danceability,Duration,Energy,Explicit,Instrumentalness,Liveness,Loudness,Mode,Name,Popularity,Speechiness,Tempo,TimeSignature,Valence
130,0.372,The Way I See It,Raphael Saadiq,0.555,224813,0.491,False,0.0,0.12,-7.855,1,Calling,21,0.0599,149.965,3,0.319
21,0.0108,John P. Kelly,Mr. Cheeks,0.722,230760,0.751,True,0,0.186,-6.238,0,Let's Go,5,0.135,93.194,4,0.644
51,0.273,Raised,Mr. Cheeks,0.777,313360,0.579,True,0,0.132,-8.497,1,Can't Keep a Good Man Down (feat. Dennis Brown),6,0.234,81.707,4,0.794
14,0.172,3614 Jackson Highway,Cher,0.71,143253,0.622,False,1.54e-06,0.0969,-8.97,1,For What It's Worth - 2000 Remaster,39,0.0589,103.579,4,0.898
44,0.678,3614 Jackson Highway (Expanded),Cher,0.479,205107,0.31,False,0.000138,0.076,-13.607,1,The First Time,5,0.0264,97.101,3,0.462
74,0.0984,Believe,Cher,0.613,286600,0.77,False,2.02e-06,0.106,-7.852,0,Runaway,40,0.0419,134.971,4,0.182
104,0.718,Chér,Cher,0.439,190987,0.294,False,0,0.0598,-10.881,0,Sunny,24,0.0715,120.601,4,0.314
134,0.529,Dark Lady,Cher,0.392,150333,0.268,False,0,0.0597,-15.534,1,What'll I Do,16,0.0302,126.958,5,0.376
164,0.0705,Half Breed,Cher,0.498,155800,0.512,False,0,0.933,-11.54,1,Train Of Thought,13,0.0428,110.877,4,0.446
194,0.0377,It's A Man's World,Cher,0.677,303573,0.419,False,3.19e-06,0.124,-11.184,1,Paradise Is Here,13,0.0251,106.092,4,0.285
224,0.192,Love Hurts,Cher,0.362,286600,0.404,False,0,0.123,-12.564,1,When Lovers Become Strangers,24,0.0303,78.44,4,0.219
254,0.102,The Sonny Side Of Chér,Cher,0.426,197933,0.334,False,6.97e-05,0.0907,-16.866,1,Time,9,0.0337,119.175,4,0.768
18,0.439,Rated Love (Deluxe Edition),KeKe Wyatt,0.544,194690,0.754,False,0.0,0.148,-5.366,1,I Won't Complain,15,0.0774,104.055,4,0.518
48,0.00715,Unbelievable,KeKe Wyatt,0.69,172027,0.705,False,0.0,0.0707,-5.607,0,Travel The World (Love Uses Time),7,0.0694,111.931,4,0.755
17,9.62e-05,At the End (feat. Nadia Ali),iio,0.75,627827,0.781,False,0.529,0.132,-6.875,0,At the End (Johnny Vicious Remix) [feat. Nadia Ali],10,0.0417,129.998,4,0.69
47,0.00417,Poetica (feat. Nadia Ali),iio,0.801,314533,0.538,False,0.0863,0.0581,-9.154,0,Rebel (feat.Nadia Ali),14,0.05,131.974,4,0.785
77,0.00394,Smooth (feat. Nadia Ali),iio,0.803,436120,0.804,False,0.884,0.0793,-9.285,0,Smooth (feat.Nadia Ali) - Pig & Dan Club Mix,1,0.0608,130.009,4,0.774
23,0.0234,The B.Coming,Beanie Sigel,0.724,303773,0.824,False,0,0.0476,-4.209,1,I Can't Go On This Way,9,0.329,88.27,4,0.521
53,0.0215,The Reason,Beanie Sigel,0.876,280733,0.472,True,0,0.0567,-5.719,0,I Don't Do Much,28,0.487,89.889,4,0.674
83,0.00701,The Solution,Beanie Sigel,0.742,237640,0.656,True,0,0.324,-3.575,1,H.H.E.H.,11,0.249,80.344,4,0.681
113,0.0119,This Time,Beanie Sigel,0.768,258267,0.72,True,0,0.0575,-7.75,0,Dangerous,2,0.323,100.893,4,0.46
15,0.00279,Balls and My Word (Amended),Scarface,0.78,280587,0.654,False,0,0.163,-5.643,0,Recognize,12,0.375,80.299,4,0.803
45,0.0326,Deeply Rooted,Scarface,0.781,197280,0.692,True,0,0.258,-4.708,1,Dope Man Pushin' (feat. Papa Reu),30,0.0948,132.036,4,0.194
75,0.00654,Emeritus,Scarface,0.79,195053,0.681,True,0,0.135,-8.035,1,Redemption,20,0.32,158.069,4,0.578
105,0.0381,M.A.D.E.,Scarface,0.52,248240,0.733,True,0,0.108,-5.668,0,Sucide Note,33,0.374,156.821,3,0.481
135,0.0904,Mr. Scarface Is Back (Screwed),Scarface,0.692,243400,0.671,True,2.43e-05,0.811,-5.336,0,Diary of a Madman,3,0.224,77.48,4,0.349
165,0.0139,My Homies,Scarface,0.725,264933,0.569,True,0,0.286,-10.089,0,Sleepin' in My Nikes,15,0.299,92.063,4,0.283
195,0.118,My Homies (Screwed),Scarface,0.712,282787,0.778,True,0,0.256,-4.876,1,Sleepin in My Nikes,1,0.328,76.254,4,0.417
225,0.0377,My Homies 2,Scarface,0.736,249333,0.877,True,1.07e-06,0.0908,-5.349,1,The Corner,14,0.255,78.178,4,0.577
255,0.00319,No Pain No Gain,Scarface,0.675,303267,0.612,True,0,0.058,-9.862,0,Bout Dat Gangsta Gangsta,4,0.346,140.844,4,0.65
285,0.442,The Diary,Scarface,0.498,90147,0.284,True,0.825,0.285,-9.849,0,Outro,24,0.0329,59.024,4,0.107
315,0.00702,The Last Of A Dying Breed,Scarface,0.843,193040,0.495,True,0.000139,0.126,-4.256,0,It Ain't Part II,22,0.386,85.936,4,0.487
345,0.00909,The Other Side of the Law,Scarface,0.771,331373,0.505,True,0,0.153,-12.284,0,Da Coldest,16,0.299,173.826,4,0.509
375,0.611,The Untouchable (Screwed),Scarface,0.719,401880,0.617,True,0.0171,0.366,-2.578,0,Ya Money or Ya Life,3,0.327,124.457,4,0.329
405,0.0598,The World Is Yours (Screwed),Scarface,0.815,401107,0.56,True,0.023,0.511,-6.749,1,Still That Aggin,4,0.342,130.624,4,0.377
12,0.248,Rich Girl (Deluxe Edition),Angie Stone,0.709,205133,0.559,False,0,0.1,-5.911,1,Push �n' Pull,0,0.0384,85.038,4,0.828
42,0.027,Black Diamond,Angie Stone,0.878,260976,0.59,False,0.0385,0.0295,-5.059,1,Everyday - Neptunes Remix,18,0.183,100.015,4,0.544
72,0.0776,Full Circle,Angie Stone,0.642,228293,0.599,False,0,0.0928,-10.643,1,Perfect,30,0.231,82.022,4,0.46
102,0.0212,Stone Love,Angie Stone,0.889,240707,0.587,False,0,0.0795,-7.718,0,My Man,0,0.309,89.962,4,0.699
132,0.379,Unexpected,Angie Stone,0.743,206787,0.896,False,0,0.227,-5.847,1,I Ain’t Hearin’ U,24,0.129,103.225,4,0.887
19,0.0162,Most Wanted,Tanto Metro,0.741,228440,0.639,False,0,0.217,-7.093,1,That Fire,1,0.123,97.973,4,0.403
49,0.0702,Reggaenometrist,Tanto Metro,0.858,211348,0.73,False,0,0.0753,-5.329,1,Pretty City,2,0.129,121.911,5,0.832
8,0.226,Pilar,Pilar Montenegro,0.623,226200,0.39,False,0,0.0345,-13.423,1,Vamos A Darnos Tiempo (Nortena),10,0.0604,159.954,4,0.827
38,0.315,Siempre Tuya,Pilar Montenegro,0.574,186227,0.386,False,0,0.268,-12.481,1,Me Duele Tanto,12,0.0552,162.999,4,0.81
8,0.236,Delta Soul Volume One,Steve Azar,0.631,360973,0.519,False,3.24e-06,0.13,-7.037,1,The River's Workin' (Delta Mix),0,0.0256,108.02,4,0.183
38,0.447,Indianola,Steve Azar,0.496,274227,0.355,False,0,0.158,-10.526,1,Empty Spaces,0,0.0319,167.011,4,0.292
68,0.196,Waitin' On Joe,Steve Azar,0.545,197667,0.895,False,0,0.0916,-5.214,1,One Good Reason Why,9,0.0624,167.974,4,0.88
25,7.94e-05,Crazy Eyes,Filter,0.512,274200,0.897,False,0.0226,0.0722,-5.231,1,Nothing In My Hands,27,0.0422,96.014,4,0.233
55,0.00167,The Amalgamut,Filter,0.431,286867,0.59,False,0.000263,0.356,-6.909,1,The Missing,20,0.0332,110.176,4,0.11
85,0.91,The Sun Comes Out Tonight,Filter,0.461,205670,0.237,False,0.0,0.0714,-9.353,1,It’s My Time,22,0.0333,134.025,4,0.0928
115,2.79e-05,Title Of Record,Filter,0.52,266240,0.958,False,0.0292,0.167,-5.563,1,The Best Things,39,0.057,124.005,4,0.339
23,8.3e-05,Elocation,Default,0.448,278533,0.914,False,0.000554,0.583,-3.632,1,Cruel,21,0.043,134.006,4,0.364
53,7.84e-05,The Fallout,Default,0.268,209067,0.858,False,0.728,0.435,-4.869,1,Let You Down,19,0.0405,184.059,4,0.398
29,0.00525,Soul Brothers,Ruff Endz,0.609,237953,0.694,False,0.0,0.462,-6.328,1,Don't Leave,11,0.0557,129.928,4,0.548
8,0.294,Days Go By (The Retrospective),Dirty Vegas,0.587,243202,0.865,False,0.558,0.206,-6.899,1,Ghosts - Edit,12,0.0389,126.953,4,0.832
38,0.165,Days Go By (The Retrospective),Dirty Vegas,0.708,457077,0.718,False,0.84,0.139,-12.182,1,Human Love - PAAX Tulum Remix,6,0.0491,114.0,4,0.271
68,0.000971,Electric Love,Dirty Vegas,0.638,259500,0.763,False,0.726,0.0579,-5.765,0,Changes - Body Language JukeHouse Remix (iTunes Exclusive),1,0.0419,127.043,4,0.632
98,0.00114,Photograph,Dirty Vegas,0.593,208133,0.721,False,0.000269,0.0958,-8.572,1,Let The Night,0,0.0368,108.017,4,0.302
128,0.00903,Save a Prayer,Dirty Vegas,0.729,231987,0.773,False,0.00392,0.0818,-7.132,1,Save a Prayer - Radio Edit,5,0.0431,122.038,4,0.305
17,0.0297,Journey Of A Gemini,Donell Jones,0.781,273267,0.5,False,0.0,0.0899,-7.592,0,Portrait Of A Woman,27,0.0987,123.897,4,0.324
47,0.0107,Lyrics,Donell Jones,0.635,335573,0.782,False,0.0,0.104,-6.103,0,All About The Sex,17,0.0412,128.002,4,0.499
77,0.0739,The Lost Files,Donell Jones,0.737,255622,0.588,True,0.0,0.0432,-5.079,1,Sergeant Louise,15,0.0793,71.037,4,0.656
11,0.00283,Lex Hives (Deluxe Edition),The Hives,0.51,216813,0.958,False,1.72e-06,0.0848,-2.119,1,Midnight Shifter,18,0.0907,151.647,4,0.677
41,0.000149,Barely Legal,The Hives,0.165,154493,0.98,False,0.00999,0.451,-6.096,0,Closed For The Season,22,0.143,175.177,4,0.141
71,6.63e-05,Veni Vidi Vicious,The Hives,0.423,112867,0.956,False,0.0689,0.524,-4.871,0,A Get Together To Tear It Apart,30,0.13,107.561,4,0.674
8,0.0301,Into Your Head,BBMak,0.406,197733,0.855,False,0.0,0.379,-5.079,1,I Still Believe,11,0.0546,172.015,4,0.571
6,0.775,Charlene,Tweet,0.579,255194,0.478,False,0.00447,0.106,-10.003,0,Addicted,37,0.0843,153.959,4,0.404
36,0.141,Southern Hummingbird (U.S. Version),Tweet,0.884,250373,0.59,False,0.000273,0.0593,-4.628,1,Boogie 2Nite,44,0.261,103.03,4,0.797
18,0.234,The Time Is Now (Deluxe),Craig David,0.696,173853,0.866,False,2.97e-05,0.0584,-3.695,0,Magic,40,0.0364,106.983,4,0.764
48,0.175,Craig David Japan Collection,Craig David,0.563,228373,0.772,False,0,0.115,-5.989,1,16,5,0.195,139.776,4,0.379
78,0.273,Signed Sealed Delivered,Craig David,0.754,217547,0.654,False,0,0.0677,-5.436,0,I Heard It Through The Grapevine,4,0.035,114.99,4,0.841
108,0.632,The Story Goes...,Craig David,0.602,202187,0.522,False,0,0.139,-6.961,1,Unbelievable - Radio Edit,52,0.0442,125.813,4,0.29
12,0.000299,Radiosurgery (Deluxe Edition),New Found Glory,0.563,152177,0.987,False,0,0.0628,-3.175,1,Over Again,21,0.0535,102.481,4,0.681
42,0.0116,Coming Home,New Found Glory,0.481,322107,0.719,False,0,0.105,-4.639,1,Boulders,19,0.0312,103.913,4,0.198
72,0.0209,"From the Screen to Your Stereo, Pt. 2",New Found Glory,0.557,211827,0.892,False,3.39e-05,0.0707,-4.209,1,Head Over Heels,11,0.0357,112.036,4,0.757
102,0.000448,Kill It Live,New Found Glory,0.186,212160,0.981,False,0.000177,0.817,-4.531,1,At least I'm Known for Something (Live),4,0.224,165.622,4,0.247
132,0.000253,Makes Me Sick Again,New Found Glory,0.633,178754,0.87,False,1.74e-06,0.33,-5.894,1,The Sound of Two Voices,28,0.0354,121.966,4,0.668
162,0.000995,Not Without A Fight,New Found Glory,0.407,223920,0.958,False,0.000409,0.555,-3.166,1,Heartless At Best,24,0.0686,163.004,4,0.521
192,0.00372,Resurrection: Ascension,New Found Glory,0.409,210784,0.976,False,0.00144,0.391,-3.682,1,The Worst Person,25,0.136,184.535,4,0.767
222,0.71,Sticks And Stones,New Found Glory,0.614,119547,0.269,False,0,0.0685,-13.528,1,Joke Skits,25,0.889,129.813,4,0.255
252,0.000103,Tip Of The Iceberg / Takin' It Ova',New Found Glory,0.486,101867,0.837,True,0,0.233,-4.219,1,Fashion Show,9,0.0667,145.233,4,0.745
23,0.234,I Don't Want To Miss A Thing,Mark Chesnutt,0.699,174440,0.734,False,7.71e-06,0.388,-7.416,1,That's The Way You Make An Ex,7,0.0347,100.002,4,0.843
53,0.0567,Lost In The Feeling,Mark Chesnutt,0.621,232933,0.81,False,9.25e-05,0.0662,-8.168,1,Fallin' Never Felt So Good,12,0.0308,141.497,4,0.947
83,0.458,Outlaw,Mark Chesnutt,0.263,204467,0.423,False,0.00158,0.247,-9.467,1,Freedom to Stay,10,0.0329,170.935,3,0.331
113,0.162,Thank God For Believers,Mark Chesnutt,0.657,174133,0.794,False,0,0.239,-7.835,1,Goodbye Heartache,7,0.0325,118.456,4,0.844
143,0.333,Tradition Lives,Mark Chesnutt,0.545,198093,0.57,False,0.0186,0.0879,-8.78,1,What I Heard,20,0.0273,82.016,4,0.412
2,0.0109,Attitude Adjuster 1 & 2 (Deluxe Edition),Pastor Troy,0.506,259080,0.87,True,0.0,0.369,-6.566,1,I'm Hot (I Got That Lava),6,0.5,75.897,4,0.0942
32,0.00748,Tool Muziq (Explicit Version),Pastor Troy,0.688,193307,0.858,True,0.0,0.262,-3.914,0,Saddam,30,0.304,145.005,4,0.572
62,0.00871,Attitude Adjuster,Pastor Troy,0.721,287347,0.556,True,0.000195,0.222,-7.869,0,For My Soldiers,0,0.274,84.008,4,0.521
92,0.0188,By Any Means Necessary,Pastor Troy,0.756,225853,0.771,False,0.000102,0.114,-5.054,0,About to Go Down - Album Version (Edited),11,0.115,136.032,4,0.617
122,0.907,Clubber Lang,Pastor Troy,0.311,29848,0.785,True,0.0145,0.829,-11.737,1,10 Before Heavy Weight Champ,0,0.1,114.666,4,0.512
152,0.0743,Crown Royal 4,Pastor Troy,0.699,287974,0.91,True,0.0,0.354,-3.761,0,All out War,2,0.129,120.049,4,0.428
182,0.0208,Enemy of the State,Pastor Troy,0.857,218799,0.849,True,0.0,0.15,-4.34,1,Lisa Wu,7,0.226,96.632,4,0.755
212,0.343,Face Off Part II,Pastor Troy,0.536,237667,0.876,True,1.97e-05,0.408,-4.924,0,Acid Rain,14,0.0717,130.108,4,0.637
242,0.201,Feel Me Or Kill Me,Pastor Troy,0.808,213827,0.818,True,0.0,0.0774,-5.741,0,Who U Gonna Call,9,0.264,74.978,4,0.635
272,0.0036,H.N.I.C,Pastor Troy,0.636,174213,0.955,True,0.0,0.238,-5.557,0,I Wanna See Ya,0,0.397,166.138,4,0.604
302,0.0249,I Declare War...We Are Ready!!!,Pastor Troy,0.483,249933,0.804,True,6.06e-06,0.0403,-7.472,1,Eternal Yard Dash,10,0.238,99.638,3,0.569
332,0.083,Love Me Hate,Pastor Troy,0.81,130533,0.854,False,0.0,0.314,-6.72,0,Blue Flame,1,0.171,130.039,4,0.668
362,0.0967,Pastor Troy Presents: I Am D.S.G.B.,Pastor Troy,0.783,245880,0.686,True,0.0,0.271,-8.622,0,Mind On My Money,4,0.336,148.016,4,0.878
392,0.0153,Ready for War,Pastor Troy,0.724,234800,0.767,True,0.0,0.254,-4.631,1,Do What I Wanna Do,1,0.217,148.45,4,0.271
422,0.0257,T.R.O.Y.,Pastor Troy,0.93,226027,0.578,True,0.0,0.158,-7.794,1,Textin',3,0.326,140.019,4,0.364
452,0.00121,The Road Warriors,Pastor Troy,0.786,243947,0.735,True,0.0,0.342,-5.222,1,Digital Lover,4,0.0328,126.023,4,0.421
482,0.0334,Universal Soldier,Pastor Troy,0.824,274667,0.904,False,0.00027,0.0753,-3.23,1,Chug-A-Lug,11,0.364,143.428,4,0.932
512,0.0193,We Ready I Declare War,Pastor Troy,0.896,313200,0.635,False,0.0,0.109,-7.225,1,Stop Tryin,14,0.309,137.043,4,0.803
19,0.00112,The Lonely Position Of Neutral,TRUSTcompany,0.397,199827,0.903,False,0.0,0.148,-3.519,1,The Fear,30,0.06,160.162,4,0.326
12,0.00128,Heaven,DJ Sammy,0.492,271440,0.958,False,0.0362,0.204,-5.388,0,California Dreamin,39,0.0304,138.007,4,0.761
42,0.0289,The Rise,DJ Sammy,0.528,302533,0.829,False,0.00362,0.101,-8.209,1,Rise Again,3,0.0352,139.942,4,0.166
8,0.0629,25 Years Of Perfecto Records (Mixed by Paul Oakenfold),Oakenfold,0.613,478000,0.877,False,0.0157,0.288,-6.121,1,Skin On Skin - Orange Mix,0,0.0331,130.591,4,0.304
38,0.000401,A Lively Mind,Oakenfold,0.681,356960,0.716,False,0.119,0.158,-2.754,0,Sex 'N' Money,24,0.0768,129.004,4,0.352
68,0.000427,Bust a Groove (Session One),Oakenfold,0.804,184427,0.95,False,0.837,0.0379,-14.386,1,Magic Man,2,0.0705,125.515,4,0.984
98,0.381,Bust A Groove - DJ Sample Collection,Oakenfold,0.864,188747,0.821,False,0.507,0.318,-12.918,1,Sexy Sax,0,0.0936,113.994,4,0.746
128,0.0,Bust A Groove - DJ Sample Collection,Oakenfold,0.0,6027,0.945,False,0.0,0.0,-9.756,1,Put That Record Back On,0,0.0,0.0,0,0.0
158,0.00128,Cream 21 Mixed by Paul Oakenfold,Oakenfold,0.564,4730006,0.928,False,0.34,0.207,-6.084,0,Cream 21 Mixed by Paul Oakenfold - Continuous Mix 1,0,0.0653,128.606,4,0.154
188,3.36e-05,DJ Box - April 2011,Oakenfold,0.742,463267,0.807,False,0.84,0.0684,-7.65,1,Spell - Original Mix,3,0.0499,130.001,4,0.277
218,6e-05,DJ Box - April 2015,Oakenfold,0.773,213120,0.747,False,0.872,0.0634,-8.849,0,Feel Right - Radio Edit,1,0.0432,124.991,3,0.443
248,0.00147,DJ Box - August 2013,Oakenfold,0.674,318750,0.827,False,0.893,0.0725,-4.398,0,GO! - Original Mix,2,0.0434,127.997,4,0.226
278,0.000881,DJ Box - August 2015,Oakenfold,0.784,210076,0.975,False,0.915,0.112,-8.121,1,Shadows - Blazer Radio Edit,1,0.0527,134.008,4,0.342
308,3.44e-05,DJ Box - February 2012,Oakenfold,0.556,380578,0.998,False,0.787,0.28,-2.846,0,The Untouchables - Original Mix,0,0.113,135.023,4,0.231
338,0.00265,DJ Box - February 2015,Oakenfold,0.724,257561,0.844,False,0.88,0.649,-6.493,0,Tranquiliser - Radio Edit,0,0.0379,122.992,4,0.17
368,2.28e-05,DJ Box - January 2013,Oakenfold,0.574,446087,0.97,False,0.775,0.262,-4.921,0,Creatures - Paul Oakenfold Remix,1,0.0498,137.992,4,0.192
398,0.000877,DJ Box - July 2011,Oakenfold,0.761,480000,0.937,False,0.923,0.0829,-10.179,0,Shocking - Original Mix,1,0.0635,133.007,4,0.0742
428,0.000325,DJ Box - July 2014,Oakenfold,0.483,237364,0.956,False,0.874,0.401,-5.089,0,Music Is More Than Mathematics - Radio Edit,3,0.0573,131.991,4,0.18
458,0.000173,DJ Box - June 2012,Oakenfold,0.648,410000,0.679,False,0.000747,0.0741,-9.437,1,Rewind - Swab & Joey Mova Remix,0,0.128,128.015,4,0.328
488,0.000124,DJ Box - June 2014,Oakenfold,0.633,351000,0.827,False,0.795,0.123,-7.646,0,Duos - Original Mix,2,0.0701,128.022,4,0.38
518,0.000409,DJ Box - March 2014,Oakenfold,0.536,356424,0.975,False,0.902,0.691,-5.746,1,Sundown - Original Mix,2,0.0517,131.986,4,0.276
548,0.00151,DJ Box - May 2012,Oakenfold,0.552,557364,0.925,False,0.861,0.0532,-6.061,1,5 Steps - Original Mix,4,0.0466,131.98,4,0.258
578,0.000396,DJ Box - November / December 2011,Oakenfold,0.581,487826,0.925,False,0.754,0.119,-6.415,1,I'm Alive - Sonic Element Remix,3,0.0495,137.999,4,0.391
608,0.000873,DJ Box - November 2014,Oakenfold,0.716,426667,0.779,False,0.878,0.857,-10.042,0,Antimatter - Freak & Octagon Remix,3,0.0428,134.991,4,0.0444
638,0.00163,DJ Box - October 2013,Oakenfold,0.467,239630,0.832,False,5.69e-05,0.287,-6.13,1,Breathe You In - Solarstone Pure Radio Edit,1,0.0785,136.039,4,0.226
668,0.00057,DJ Box - September 2013,Oakenfold,0.56,260308,0.905,False,0.0473,0.698,-2.896,1,Getting Over You - Kenneth Thomas Radio Edit,1,0.0357,130.014,3,0.395
698,0.000113,DJ Box - September 2015,Oakenfold,0.535,192101,0.983,False,0.734,0.36,-6.011,0,Shadows - Stoneface & Terminal Radio Edit,3,0.104,137.994,4,0.0979
728,0.00069,DJ Box August 2016,Oakenfold,0.619,453017,0.712,False,0.767,0.098,-5.082,1,Surrounded,10,0.0363,134.986,4,0.636
758,0.000903,Four Seasons,Oakenfold,0.646,401241,0.927,False,0.843,0.103,-3.241,0,Futurasia (Blazer Remix),0,0.0395,133.986,4,0.249
788,0.000655,Four Seasons,Oakenfold,0.539,4641493,0.92,False,0.532,0.0991,-6.448,1,Four Seasons - Spring (Full Continuous DJ Mix),0,0.0464,133.993,4,0.237
818,0.000636,Four Seasons (Mixed Version),Oakenfold,0.504,431642,0.978,False,0.94,0.295,-6.107,1,Full Moon Party [Mix Cut] - Thomas Datt Remix,2,0.0527,133.994,4,0.325
848,0.02,Four Seasons (Mixed Version),Oakenfold,0.605,300000,0.975,False,0.447,0.391,-4.685,1,Quiero [Mix Cut] - Future Disciple Remix,0,0.0627,128.026,4,0.114
878,0.0331,Four Seasons (Unmixed Edits),Oakenfold,0.569,181000,0.721,False,0.288,0.183,-8.593,0,Throwing Stones - Radio Edit,1,0.0345,129.025,4,0.332
908,0.00248,Four Seasons - Autumn (Mixed Version),Oakenfold,0.68,202667,0.838,False,0.54,0.63,-6.837,1,Life Of Your Own [Mix Cut] - Darma Vocal Mix,3,0.0549,135.01,4,0.289
938,0.00136,Four Seasons - Spring (Unmixed Edits),Oakenfold,0.615,384444,0.994,False,0.797,0.238,-5.118,1,Collective Insanity - Original Mix,2,0.0378,135.002,4,0.0974
968,0.000375,Four Seasons - Summer (Mixed Version),Oakenfold,0.622,390000,0.647,False,0.168,0.502,-9.935,1,The Heart Speaks [Mix Cut] - Swab & Joey Mova Remix,2,0.0391,128.031,4,0.0758
998,0.000903,Four Seasons - Winter (Unmixed Edits),Oakenfold,0.646,401241,0.927,False,0.843,0.103,-3.241,0,Futurasia - Blazer Remix,1,0.0395,133.986,4,0.249
1028,0.00579,Generations - Three Decades of Dance,Oakenfold,0.552,530793,0.876,False,0.83,0.0789,-9.04,0,Born Slippy Nuxx - Paul Oakenfold Remix,0,0.0561,139.966,4,0.218
1058,0.002,Generations - Three Decades of Dance,Oakenfold,0.579,398229,0.921,False,0.868,0.0558,-7.61,0,Floatation,4,0.038,102.0,4,0.742
1088,0.0157,Never Mind The Bollocks... Here's Paul Oakenfold (Unmixed),Oakenfold,0.571,463857,0.899,False,0.804,0.104,-10.782,1,Bucky Balls - Original Mix,1,0.0537,140.002,4,0.141
1118,0.000778,Paul Oakenfold - Mount Everest: The Base Camp Mix,Oakenfold,0.614,520266,0.697,False,0.908,0.0345,-11.146,0,Panama - Mac & Monday Remix,15,0.0505,135.976,4,0.211
1148,0.000227,Perfecto Records Miami 2013 (Unmixed) [Mixed By Paul Oakenfold],Oakenfold,0.727,353778,0.746,False,0.306,0.509,-6.948,0,The Hunt - Original Mix,0,0.2,134.992,4,0.139
1178,0.0149,Sunset at Stonehenge,Oakenfold,0.661,407894,0.847,False,0.715,0.101,-7.748,0,Floatation - Subsonic Grid Mix,0,0.0491,102.238,4,0.361
1208,0.0051,The Ultimate DJ Sample Box,Oakenfold,0.794,191027,0.53,False,0.957,0.0792,-14.201,1,Chelsea Hill,0,0.112,95.972,4,0.78
1238,0.00199,The Ultimate DJ Sample Box,Oakenfold,0.812,182133,0.654,False,0.893,0.375,-14.13,0,Leisure Boys,0,0.13,122.155,4,0.741
1268,0.665,Trance Mission,Oakenfold,0.462,335625,0.422,False,0.128,0.0972,-10.542,0,Touch Me,23,0.0324,128.074,4,0.0771
1298,0.00504,We Are Planet Perfecto Volume 01,Oakenfold,0.734,255000,0.619,False,0.792,0.208,-6.9,1,Resurrection (Remy Le Duc vs EC Twins Radio Edit),0,0.0365,127.998,4,0.181
1328,5.62e-05,"We Are Planet Perfecto, Vol. 1 (Mixed Version)",Oakenfold,0.446,285000,0.861,False,0.782,0.185,-6.564,1,The Wall [Mix Cut] - Arty Re-Mode Mix,3,0.14,128.052,4,0.221
1358,0.00166,"We Are Planet Perfecto, Vol. 1 (Mixed Version)",Oakenfold,0.516,113333,0.955,False,0.562,0.475,-7.601,0,Remember Love [Mix Cut] - Man With No Name Remix,2,0.0349,135.015,4,0.222
1388,9.93e-05,"We Are Planet Perfecto, Vol. 1 (Unmixed)",Oakenfold,0.54,384933,0.956,False,0.873,0.0397,-7.279,1,You Forget [Sly One vs Jurrane present Protest Movement] - Edit,0,0.0485,135.994,4,0.22
1418,0.000456,"We Are Planet Perfecto, Vol. 2",Oakenfold,0.417,202500,0.887,False,0.00189,0.361,-3.829,1,Baptism Of Fire (Original Mix Edit),0,0.0674,128.001,4,0.208
1448,0.00683,"We Are Planet Perfecto, Vol. 2 (Mixed Version)",Oakenfold,0.555,271436,0.885,False,0.00105,0.376,-7.551,1,Touch The Sky [Mix Cut] - Original Mix,2,0.244,128.019,4,0.244
1478,0.000262,"We Are Planet Perfecto, Vol. 2 (Unmixed Edits)",Oakenfold,0.825,329048,0.967,False,0.909,0.863,-3.975,1,Nandaya - Original Mix,2,0.0754,126.003,4,0.626
1508,0.00399,"We Are Planet Perfecto, Vol. 2 (Unmixed Edits)",Oakenfold,0.493,200882,0.803,False,0.2,0.154,-6.565,1,Close Your Eyes - Radio Edit,1,0.0353,128.026,4,0.111
1538,0.000377,"We Are Planet Perfecto, Vol. 3 - Vegas To Ibiza",Oakenfold,0.494,262326,0.864,False,0.000478,0.19,-6.702,1,Kerosene (Radio Edit),0,0.0601,129.003,4,0.194
1568,0.0311,"We Are Planet Perfecto, Vol. 3 - Vegas To Ibiza (Unmixed Edits)",Oakenfold,0.539,205312,0.904,False,8.26e-05,0.208,-2.93,1,Beautiful World - Radio Edit,5,0.0402,127.998,4,0.69
1598,0.00618,"We Are Planet Perfecto, Vol. 3 - Vegas To Ibiza (Unmixed Edits)",Oakenfold,0.496,219130,0.949,False,0.0591,0.895,-6.54,1,Southern Sun - Angry Man Radio Edit,2,0.0642,137.995,4,0.0655
1628,0.00158,"We Are Planet Perfecto, Vol. 3 - Vegas To Ibiza 2013 (Mixed Version)",Oakenfold,0.545,299599,0.943,False,0.0306,0.337,-10.193,0,No Substitute For You [Mix Cut] - Andy Duguid Remix,1,0.0606,132.982,4,0.0398
1658,0.000179,"We Are Planet Perfecto, Vol. 4 - #FullOnFluoro (Mixed Version)",Oakenfold,0.516,160883,0.847,False,0.977,0.242,-7.06,1,Lekker [Mix Cut] - Original Mix,2,0.0333,131.817,4,0.173
